SPECIALISTES,DEPARTEMENT,DEPASSEMENTS (euros)
Ophtalmologie,Hautes-Pyrenees,1192932.0
Ophtalmologie,Pyrenees-Orientales,1968650.0
Ophtalmologie,Bas-Rhin,12233957.0
Ophtalmologie,Haut-Rhin,2985811.0
Ophtalmologie,Rhone,20997000.0
Ophtalmologie,Saone-et-Loire,2665972.0
Ophtalmologie,Sarthe,2308992.0
Ophtalmologie,Savoie,3014603.0
Ophtalmologie,Haute-Savoie,3535715.0
Ophtalmologie,Paris ,64245712.0
Ophtalmologie,Seine-Maritime,2759708.0
Ophtalmologie,Seine-et-Marne,8219773.0
Ophtalmologie,Yvelines,11745546.0
Ophtalmologie,Deux-Sevres,1217450.0
Ophtalmologie,Somme,1822392.0
Ophtalmologie,Tarn,530286.0
Ophtalmologie,Tarn-et-Garonne,1486745.0
Ophtalmologie,Var,6945398.0
Ophtalmologie,Vaucluse,4593971.0
Ophtalmologie,Vendee,1709507.0
Ophtalmologie,Vienne,1148742.0
Ophtalmologie,Haute-Vienne,1729379.0
Ophtalmologie,Vosges,1501986.0
Ophtalmologie,Yonne,1570347.0
Ophtalmologie,Essonne,7073866.0
Ophtalmologie,Hauts-de-Seine,15740089.0
Ophtalmologie,Seine-St-Denis,5883974.0
Ophtalmologie,Val-de-Marne,10922546.0
Ophtalmologie,Val-d,6980467.0
Ophtalmologie,Guadeloupe,1168869.0
Ophtalmologie,Martinique,856245.0
Ophtalmologie,Reunion,1228293.0
Ophtalmologie,Mayotte,0.0
Chirurgie maxillo-faciale et stomatologie,Ain,0.0
Chirurgie maxillo-faciale et stomatologie,Aisne,0.0
Chirurgie maxillo-faciale et stomatologie,Allier,0.0
Chirurgie maxillo-faciale et stomatologie,Alpes-Hte-Provence,0.0
Chirurgie maxillo-faciale et stomatologie,Hautes-Alpes,0.0
Chirurgie maxillo-faciale et stomatologie,Ardeche,0.0
Chirurgie maxillo-faciale et stomatologie,Ardennes,0.0
Chirurgie maxillo-faciale et stomatologie,Ariege,0.0
Chirurgie maxillo-faciale et stomatologie,Aube,0.0
Chirurgie maxillo-faciale et stomatologie,Bouches-du-Rhone,1308282.0
Chirurgie maxillo-faciale et stomatologie,Cantal,0.0
Chirurgie maxillo-faciale et stomatologie,Charente,0.0
Chirurgie maxillo-faciale et stomatologie,Cher,0.0
Chirurgie maxillo-faciale et stomatologie,Cotes-d,0.0
Chirurgie maxillo-faciale et stomatologie,Creuse,0.0
Chirurgie maxillo-faciale et stomatologie,Drome,0.0
Chirurgie maxillo-faciale et stomatologie,Eure,0.0
Chirurgie maxillo-faciale et stomatologie,Eure-et-Loir,0.0
Chirurgie maxillo-faciale et stomatologie,Indre,0.0
Chirurgie maxillo-faciale et stomatologie,Jura,0.0
Chirurgie maxillo-faciale et stomatologie,Loir-et-Cher,0.0
Chirurgie maxillo-faciale et stomatologie,Loire-Atlantique,792964.0
Chirurgie maxillo-faciale et stomatologie,Lot,0.0
Chirurgie maxillo-faciale et stomatologie,Lozere,0.0
Chirurgie maxillo-faciale et stomatologie,Haute-Marne,0.0
Chirurgie maxillo-faciale et stomatologie,Mayenne,0.0
Chirurgie maxillo-faciale et stomatologie,Meuse,0.0
Chirurgie maxillo-faciale et stomatologie,Morbihan,0.0
Chirurgie maxillo-faciale et stomatologie,Nievre,0.0
Chirurgie maxillo-faciale et stomatologie,Rhone,1897622.0
Chirurgie maxillo-faciale et stomatologie,Haute-Saone,0.0
Chirurgie maxillo-faciale et stomatologie,Saone-et-Loire,0.0
Chirurgie maxillo-faciale et stomatologie,Savoie,0.0
Chirurgie maxillo-faciale et stomatologie,Paris ,2042170.0
Chirurgie maxillo-faciale et stomatologie,Vienne,0.0
Chirurgie maxillo-faciale et stomatologie,Vosges,0.0
Chirurgie maxillo-faciale et stomatologie,Yonne,0.0
Chirurgie maxillo-faciale et stomatologie,Terr,0.0
Chirurgie maxillo-faciale et stomatologie,Guadeloupe,0.0
Chirurgie maxillo-faciale et stomatologie,Martinique,0.0
Chirurgie maxillo-faciale et stomatologie,Guyane,0.0
Chirurgie maxillo-faciale et stomatologie,Mayotte,0.0
Stomatologie,Allier,0.0
Stomatologie,Hautes-Alpes,0.0
Stomatologie,Alpes-Maritimes,1569863.0
Stomatologie,Bouches-du-Rhone,1791356.0
Stomatologie,Calvados,1951590.0
Stomatologie,Cantal,0.0
Stomatologie,Creuse,0.0
Stomatologie,Haute-Garonne,1886417.0
Stomatologie,Gironde,835025.0
Stomatologie,Herault,1523846.0
Stomatologie,Loire,1987483.0
Stomatologie,Haute-Loire,0.0
Stomatologie,Loire-Atlantique,270485.0
Stomatologie,Lot,0.0
Stomatologie,Lozere,0.0
Stomatologie,Haute-Marne,0.0
Stomatologie,Mayenne,0.0
Stomatologie,Meuse,0.0
Stomatologie,Nord,3872612.0
Stomatologie,Orne,0.0
Stomatologie,Rhone,5842039.0
Stomatologie,Paris ,15411528.0
Stomatologie,Seine-Maritime,1642161.0
Stomatologie,Seine-et-Marne,1160758.0
Stomatologie,Yvelines,5904710.0
Stomatologie,Var,1142411.0
Stomatologie,Vosges,0.0
Stomatologie,Terr,0.0
Stomatologie,Hauts-de-Seine,3651128.0
Stomatologie,Seine-St-Denis,2447535.0
Stomatologie,Val-de-Marne,2348340.0
Stomatologie,Val-d,2635663.0
Stomatologie,Guyane,0.0
Stomatologie,Mayotte,0.0
Medecine Physique et de Readaptation,Aisne,0.0
Medecine Physique et de Readaptation,Alpes-Maritimes,72542.0
Medecine Physique et de Readaptation,Ardennes,0.0
Medecine Physique et de Readaptation,Bouches-du-Rhone,129774.0
Medecine Physique et de Readaptation,Creuse,0.0
Medecine Physique et de Readaptation,Eure-et-Loir,0.0
Medecine Physique et de Readaptation,Haute-Garonne,9200.0
Medecine Physique et de Readaptation,Gironde,777750.0
Medecine Physique et de Readaptation,Herault,361929.0
Medecine Physique et de Readaptation,Jura,0.0
Medecine Physique et de Readaptation,Lot,0.0
Medecine Physique et de Readaptation,Lozere,0.0
Medecine Physique et de Readaptation,Manche,0.0
Medecine Physique et de Readaptation,Haute-Marne,0.0
Medecine Physique et de Readaptation,Mayenne,0.0
Medecine Physique et de Readaptation,Nord,533930.0
Medecine Physique et de Readaptation,Orne,0.0
Medecine Physique et de Readaptation,Bas-Rhin,626313.0
Medecine Physique et de Readaptation,Haut-Rhin,1691409.0
Medecine Physique et de Readaptation,Rhone,1284108.0
Medecine Physique et de Readaptation,Paris ,4092122.0
Medecine Physique et de Readaptation,Deux-Sevres,0.0
Medecine Physique et de Readaptation,Var,209856.0
Medecine Physique et de Readaptation,Vienne,0.0
Medecine Physique et de Readaptation,Haute-Vienne,0.0
Medecine Physique et de Readaptation,Yonne,0.0
Medecine Physique et de Readaptation,Terr,0.0
Medecine Physique et de Readaptation,Hauts-de-Seine,702771.0
Medecine Physique et de Readaptation,Guadeloupe,0.0
Medecine Physique et de Readaptation,Mayotte,0.0
Neurologie,Alpes-Maritimes,736316.0
Neurologie,Bouches-du-Rhone,296299.0
Neurologie,Charente-Maritime,67620.0
Neurologie,Cote-d,141765.0
Neurologie,Haute-Garonne,127034.0
Neurologie,Gironde,152162.0
Neurologie,Herault,114783.0
Neurologie,Isere,172308.0
Neurologie,Loire-Atlantique,106022.0
Neurologie,Lozere,0.0
Neurologie,Maine-et-Loire,17559.0
Neurologie,Haute-Marne,0.0
Neurologie,Meuse,0.0
Neurologie,Moselle,32565.0
Neurologie,Nord,522649.0
Neurologie,Pas-de-Calais,62820.0
Neurologie,Pyrenees-Atlantiques,3609.0
Neurologie,Bas-Rhin,215992.0
Neurologie,Rhone,915745.0
Neurologie,Haute-Savoie,22223.0
Neurologie,Paris ,2717899.0
Neurologie,Seine-Maritime,167266.0
Neurologie,Yvelines,617619.0
Neurologie,Var,142581.0
Neurologie,Essonne,266087.0
Neurologie,Hauts-de-Seine,1846900.0
Neurologie,Val-de-Marne,462491.0
Neurologie,Mayotte,0.0
Psychiatrie de l,Ain,0.0
Psychiatrie de l,Aisne,0.0
Psychiatrie de l,Allier,0.0
Psychiatrie de l,Alpes-Hte-Provence,0.0
Psychiatrie de l,Hautes-Alpes,0.0
Psychiatrie de l,Ardeche,0.0
Psychiatrie de l,Ariege,0.0
Psychiatrie de l,Aube,0.0
Psychiatrie de l,Aveyron,0.0
Psychiatrie de l,Cantal,0.0
Psychiatrie de l,Cher,0.0
Psychiatrie de l,Correze,0.0
Psychiatrie de l,Creuse,0.0
Psychiatrie de l,Dordogne,0.0
Psychiatrie de l,Doubs,0.0
Psychiatrie de l,Finistere,0.0
Psychiatrie de l,Gard,0.0
Psychiatrie de l,Gers,0.0
Psychiatrie de l,Indre,0.0
Psychiatrie de l,Jura,0.0
Psychiatrie de l,Landes,0.0
Psychiatrie de l,Loir-et-Cher,0.0
Psychiatrie de l,Loire,0.0
Psychiatrie de l,Haute-Loire,0.0
Psychiatrie de l,Loire-Atlantique,0.0
Psychiatrie de l,Lot-et-Garonne,0.0
Psychiatrie de l,Maine-et-Loire,0.0
Psychiatrie de l,Manche,0.0
Psychiatrie de l,Marne,0.0
Psychiatrie de l,Haute-Marne,0.0
Psychiatrie de l,Mayenne,0.0
Psychiatrie de l,Meurthe-et-Moselle,0.0
Psychiatrie de l,Meuse,0.0
Psychiatrie de l,Morbihan,0.0
Psychiatrie de l,Nievre,0.0
Psychiatrie de l,Nord,0.0
Psychiatrie de l,Orne,0.0
Psychiatrie de l,Pas-de-Calais,0.0
Psychiatrie de l,Puy-de-Dome,0.0
Psychiatrie de l,Pyrenees-Orientales,0.0
Psychiatrie de l,Haut-Rhin,0.0
Psychiatrie de l,Haute-Saone,0.0
Psychiatrie de l,Saone-et-Loire,0.0
Psychiatrie de l,Sarthe,0.0
Psychiatrie de l,Savoie,0.0
Psychiatrie de l,Somme,0.0
Psychiatrie de l,Tarn,0.0
Psychiatrie de l,Tarn-et-Garonne,0.0
Psychiatrie de l,Vaucluse,0.0
Psychiatrie de l,Vienne,0.0
Psychiatrie de l,Haute-Vienne,0.0
Psychiatrie de l,Vosges,0.0
Psychiatrie de l,Yonne,0.0
Psychiatrie de l,Terr,0.0
Psychiatrie de l,Essonne,0.0
Psychiatrie de l,Val-de-Marne,0.0
Psychiatrie de l,Guadeloupe,0.0
Psychiatrie de l,Martinique,0.0
Psychiatrie de l,Guyane,0.0
Psychiatrie de l,Reunion,0.0
Psychiatrie de l,Mayotte,0.0
Psychiatrie,Ain,154099.0
Psychiatrie,Aisne,189396.0
Psychiatrie,Allier,108190.0
Psychiatrie,Alpes-Maritimes,2943119.0
Psychiatrie,Aube,25465.0
Psychiatrie,Aude,34336.0
Psychiatrie,Bouches-du-Rhone,3038495.0
Psychiatrie,Calvados,154385.0
Psychiatrie,Charente,322341.0
Psychiatrie,Charente-Maritime,293708.0
Psychiatrie,Cher,43238.0
Psychiatrie,Cote-d,226433.0
Psychiatrie,Cotes-d,175481.0
Psychiatrie,Dordogne,84220.0
Psychiatrie,Doubs,119473.0
Psychiatrie,Drome,187182.0
Psychiatrie,Eure,610400.0
Psychiatrie,Finistere,146704.0
Psychiatrie,Gard,162694.0
Psychiatrie,Haute-Garonne,799998.0
Psychiatrie,Gironde,2013291.0
Psychiatrie,Herault,376807.0
Psychiatrie,Ille-et-Vilaine,614536.0
Psychiatrie,Indre,98556.0
Psychiatrie,Indre-et-Loire,454245.0
Psychiatrie,Isere,1148077.0
Psychiatrie,Jura,27782.0
Psychiatrie,Landes,38829.0
Psychiatrie,Loir-et-Cher,61278.0
Psychiatrie,Loire,592275.0
Psychiatrie,Loire-Atlantique,838013.0
Psychiatrie,Loiret,242710.0
Psychiatrie,Lot-et-Garonne,12379.0
Psychiatrie,Maine-et-Loire,97628.0
Psychiatrie,Marne,1033485.0
Psychiatrie,Mayenne,2338.0
Psychiatrie,Meurthe-et-Moselle,1158000.0
Psychiatrie,Morbihan,93212.0
Psychiatrie,Moselle,839891.0
Psychiatrie,Nord,1862795.0
Psychiatrie,Oise,297849.0
Psychiatrie,Pas-de-Calais,260669.0
Psychiatrie,Puy-de-Dome,268312.0
Psychiatrie,Pyrenees-Atlantiques,510323.0
Psychiatrie,Hautes-Pyrenees,18727.0
Psychiatrie,Pyrenees-Orientales,158110.0
Psychiatrie,Bas-Rhin,3396937.0
Psychiatrie,Haut-Rhin,1304679.0
Psychiatrie,Rhone,6230911.0
Psychiatrie,Saone-et-Loire,191288.0
Psychiatrie,Sarthe,59538.0
Psychiatrie,Savoie,250386.0
Psychiatrie,Haute-Savoie,1632981.0
Psychiatrie,Paris ,58488904.0
Psychiatrie,Seine-Maritime,1173710.0
Psychiatrie,Seine-et-Marne,1647453.0
Psychiatrie,Yvelines,4411191.0
Psychiatrie,Somme,62413.0
Psychiatrie,Tarn,30358.0
Psychiatrie,Var,1160421.0
Psychiatrie,Vaucluse,202874.0
Psychiatrie,Vendee,125255.0
Psychiatrie,Vienne,156634.0
Psychiatrie,Haute-Vienne,119740.0
Psychiatrie,Vosges,9162.0
Psychiatrie,Yonne,190215.0
Psychiatrie,Essonne,2560225.0
Psychiatrie,Hauts-de-Seine,8882459.0
Psychiatrie,Seine-St-Denis,751265.0
Psychiatrie,Val-de-Marne,2844277.0
Psychiatrie,Val-d,2181220.0
Psychiatrie,Guyane,0.0
Psychiatrie,Reunion,464994.0
Psychiatrie,Mayotte,0.0
Neuropsychiatrie,Ain,0.0
Neuropsychiatrie,Alpes-Hte-Provence,0.0
Neuropsychiatrie,Hautes-Alpes,0.0
Neuropsychiatrie,Ardeche,0.0
Neuropsychiatrie,Ardennes,0.0
Neuropsychiatrie,Ariege,0.0
Neuropsychiatrie,Aube,0.0
Neuropsychiatrie,Bouches-du-Rhone,64354.0
Neuropsychiatrie,Calvados,0.0
Neuropsychiatrie,Cantal,0.0
Neuropsychiatrie,Cher,0.0
Neuropsychiatrie,Correze,0.0
Neuropsychiatrie,Cotes-d,0.0
Neuropsychiatrie,Creuse,0.0
Neuropsychiatrie,Doubs,0.0
Neuropsychiatrie,Drome,0.0
Neuropsychiatrie,Eure,0.0
Neuropsychiatrie,Eure-et-Loir,0.0
Neuropsychiatrie,Gard,0.0
Neuropsychiatrie,Haute-Garonne,93563.0
Neuropsychiatrie,Gironde,15132.0
Neuropsychiatrie,Indre,0.0
Neuropsychiatrie,Landes,0.0
Neuropsychiatrie,Loire,0.0
Neuropsychiatrie,Haute-Loire,0.0
Neuropsychiatrie,Lot,0.0
Neuropsychiatrie,Lot-et-Garonne,0.0
Neuropsychiatrie,Lozere,0.0
Neuropsychiatrie,Manche,0.0
Neuropsychiatrie,Marne,0.0
Neuropsychiatrie,Mayenne,0.0
Neuropsychiatrie,Meuse,0.0
Neuropsychiatrie,Moselle,0.0
Neuropsychiatrie,Nievre,0.0
Neuropsychiatrie,Oise,0.0
Neuropsychiatrie,Orne,0.0
Neuropsychiatrie,Pyrenees-Orientales,0.0
Neuropsychiatrie,Bas-Rhin,118636.0
Neuropsychiatrie,Haute-Saone,0.0
Neuropsychiatrie,Saone-et-Loire,0.0
Neuropsychiatrie,Sarthe,0.0
Neuropsychiatrie,Paris ,877016.0
Neuropsychiatrie,Deux-Sevres,0.0
Neuropsychiatrie,Somme,0.0
Neuropsychiatrie,Vaucluse,0.0
Neuropsychiatrie,Vendee,0.0
Neuropsychiatrie,Vienne,0.0
Neuropsychiatrie,Vosges,0.0
Neuropsychiatrie,Yonne,0.0
Neuropsychiatrie,Terr,0.0
Neuropsychiatrie,Guadeloupe,0.0
Neuropsychiatrie,Martinique,0.0
Neuropsychiatrie,Mayotte,0.0
Nephrologie,Hautes-Alpes,0.0
Nephrologie,Ardeche,0.0
Nephrologie,Ariege,0.0
Nephrologie,Aube,0.0
Nephrologie,Bouches-du-Rhone,38402.0
Nephrologie,Charente,0.0
Nephrologie,Charente-Maritime,0.0
Nephrologie,Cotes-d,0.0
Nephrologie,Creuse,0.0
Nephrologie,Doubs,0.0
Nephrologie,Drome,0.0
Nephrologie,Eure,0.0
Nephrologie,Haute-Garonne,333.0
Nephrologie,Gers,0.0
Nephrologie,Gironde,1280.0
Nephrologie,Herault,213.0
Nephrologie,Ille-et-Vilaine,0.0
Nephrologie,Isere,0.0
Nephrologie,Jura,0.0
Nephrologie,Landes,0.0
Nephrologie,Loire-Atlantique,0.0
Nephrologie,Lot,0.0
Nephrologie,Lot-et-Garonne,0.0
Nephrologie,Lozere,0.0
Nephrologie,Manche,0.0
Nephrologie,Marne,0.0
Nephrologie,Mayenne,0.0
Nephrologie,Meuse,0.0
Nephrologie,Nievre,0.0
Nephrologie,Nord,58203.0
Nephrologie,Orne,0.0
Nephrologie,Puy-de-Dome,0.0
Nephrologie,Rhone,1014.0
Nephrologie,Haute-Saone,0.0
Nephrologie,Saone-et-Loire,0.0
Nephrologie,Savoie,0.0
Nephrologie,Paris ,65856.0
Nephrologie,Deux-Sevres,0.0
Nephrologie,Var,484.0
Nephrologie,Vendee,0.0
Nephrologie,Haute-Vienne,0.0
Nephrologie,Terr,0.0
Nephrologie,Essonne,15352.0
Nephrologie,Hauts-de-Seine,156276.0
Nephrologie,Seine-St-Denis,286.0
Nephrologie,Val-de-Marne,4542.0
Nephrologie,Val-d,1322.0
Nephrologie,Mayotte,0.0
Anatomo-cyto-pathologie,Aisne,0.0
Anatomo-cyto-pathologie,Alpes-Maritimes,48925.0
Anatomo-cyto-pathologie,Ardeche,0.0
Anatomo-cyto-pathologie,Ariege,0.0
Anatomo-cyto-pathologie,Bouches-du-Rhone,14436.0
Anatomo-cyto-pathologie,Creuse,0.0
Anatomo-cyto-pathologie,Eure-et-Loir,0.0
Anatomo-cyto-pathologie,Haute-Garonne,6821.0
Anatomo-cyto-pathologie,Gironde,2481502.0
Anatomo-cyto-pathologie,Herault,17095.0
Anatomo-cyto-pathologie,Ille-et-Vilaine,511.0
Anatomo-cyto-pathologie,Indre,0.0
Anatomo-cyto-pathologie,Isere,117467.0
Anatomo-cyto-pathologie,Loire,94012.0
Anatomo-cyto-pathologie,Haute-Loire,0.0
Anatomo-cyto-pathologie,Loire-Atlantique,325603.0
Anatomo-cyto-pathologie,Meurthe-et-Moselle,418225.0
Anatomo-cyto-pathologie,Meuse,0.0
Anatomo-cyto-pathologie,Moselle,7642.0
Anatomo-cyto-pathologie,Nord,175087.0
Anatomo-cyto-pathologie,Bas-Rhin,18141.0
Anatomo-cyto-pathologie,Rhone,136598.0
Anatomo-cyto-pathologie,Haute-Saone,0.0
Anatomo-cyto-pathologie,Paris ,2755786.0
Anatomo-cyto-pathologie,Seine-Maritime,13544.0
Anatomo-cyto-pathologie,Var,185689.0
Anatomo-cyto-pathologie,Hauts-de-Seine,614337.0
Anatomo-cyto-pathologie,Guyane,0.0
Anatomo-cyto-pathologie,Mayotte,0.0
Endocrinologie et metabolisme,Alpes-Maritimes,1857721.0
Endocrinologie et metabolisme,Ardeche,0.0
Endocrinologie et metabolisme,Bouches-du-Rhone,1525816.0
Endocrinologie et metabolisme,Creuse,0.0
Endocrinologie et metabolisme,Gard,232461.0
Endocrinologie et metabolisme,Haute-Garonne,443618.0
Endocrinologie et metabolisme,Gironde,624635.0
Endocrinologie et metabolisme,Herault,431609.0
Endocrinologie et metabolisme,Isere,405331.0
Endocrinologie et metabolisme,Jura,77.0
Endocrinologie et metabolisme,Haute-Loire,0.0
Endocrinologie et metabolisme,Loire-Atlantique,130934.0
Endocrinologie et metabolisme,Lozere,0.0
Endocrinologie et metabolisme,Haute-Marne,0.0
Endocrinologie et metabolisme,Meuse,0.0
Endocrinologie et metabolisme,Nord,644285.0
Endocrinologie et metabolisme,Orne,0.0
Endocrinologie et metabolisme,Pyrenees-Atlantiques,251464.0
Endocrinologie et metabolisme,Bas-Rhin,696496.0
Endocrinologie et metabolisme,Rhone,1513963.0
Endocrinologie et metabolisme,Paris ,5304752.0
Endocrinologie et metabolisme,Yvelines,1270969.0
Endocrinologie et metabolisme,Deux-Sevres,0.0
Endocrinologie et metabolisme,Var,604293.0
Endocrinologie et metabolisme,Vosges,0.0
Endocrinologie et metabolisme,Yonne,0.0
Endocrinologie et metabolisme,Hauts-de-Seine,1355766.0
Endocrinologie et metabolisme,Seine-St-Denis,464500.0
Endocrinologie et metabolisme,Val-de-Marne,622555.0
Endocrinologie et metabolisme,Val-d,387123.0
Endocrinologie et metabolisme,Reunion,69388.0
Endocrinologie et metabolisme,Mayotte,0.0
Medecins biologistes,Ain,35456685.0
Medecins biologistes,Aisne,26436940.0
Medecins biologistes,Allier,20108574.0
Medecins biologistes,Alpes-Hte-Provence,9770435.0
Medecins biologistes,Hautes-Alpes,8344705.0
Medecins biologistes,Alpes-Maritimes,99906197.0
Medecins biologistes,Ardeche,20386615.0
Medecins biologistes,Ardennes,12435790.0
Medecins biologistes,Ariege,8915289.0
Medecins biologistes,Aube,14413325.0
Medecins biologistes,Aude,22665718.0
Medecins biologistes,Aveyron,15914290.0
Medecins biologistes,Bouches-du-Rhone,155900089.0
Medecins biologistes,Calvados,35651417.0
Medecins biologistes,Cantal,6939132.0
Medecins biologistes,Charente,18475775.0
Medecins biologistes,Charente-Maritime,36382777.0
Medecins biologistes,Cher,18660568.0
Medecins biologistes,Correze,13909372.0
Medecins biologistes,Cote-d,33681547.0
Medecins biologistes,Cotes-d,33545721.0
Medecins biologistes,Creuse,5301561.0
Medecins biologistes,Dordogne,24722046.0
Medecins biologistes,Doubs,33487202.0
Medecins biologistes,Drome,39513793.0
Medecins biologistes,Eure,29581419.0
Medecins biologistes,Eure-et-Loir,27895390.0
Medecins biologistes,Finistere,51787326.0
Medecins biologistes,Gard,45705428.0
Medecins biologistes,Haute-Garonne,97197202.0
Medecins biologistes,Gers,10500884.0
Medecins biologistes,Gironde,90509694.0
Medecins biologistes,Herault,77001290.0
Medecins biologistes,Ille-et-Vilaine,50573716.0
Medecins biologistes,Indre,10612987.0
Medecins biologistes,Indre-et-Loire,35838334.0
Medecins biologistes,Isere,92723513.0
Medecins biologistes,Jura,14138666.0
Medecins biologistes,Landes,24043288.0
Medecins biologistes,Loir-et-Cher,17939312.0
Medecins biologistes,Loire,47464576.0
Medecins biologistes,Haute-Loire,12940616.0
Medecins biologistes,Loire-Atlantique,68527892.0
Medecins biologistes,Loiret,38017597.0
Medecins biologistes,Lot,10208156.0
Medecins biologistes,Lot-et-Garonne,18614432.0
Medecins biologistes,Lozere,4807376.0
Medecins biologistes,Maine-et-Loire,38656640.0
Medecins biologistes,Manche,21548787.0
Medecins biologistes,Marne,30382781.0
Medecins biologistes,Haute-Marne,8076604.0
Medecins biologistes,Mayenne,13401410.0
Medecins biologistes,Meurthe-et-Moselle,43277147.0
Medecins biologistes,Meuse,9004814.0
Medecins biologistes,Morbihan,40854150.0
Medecins biologistes,Moselle,72948959.0
Medecins biologistes,Nievre,11838394.0
Medecins biologistes,Nord,114962998.0
Medecins biologistes,Oise,43256372.0
Medecins biologistes,Orne,11149440.0
Medecins biologistes,Pas-de-Calais,63070278.0
Medecins biologistes,Puy-de-Dome,38343051.0
Medecins biologistes,Pyrenees-Atlantiques,52104118.0
Medecins biologistes,Hautes-Pyrenees,15062169.0
Medecins biologistes,Pyrenees-Orientales,31174771.0
Medecins biologistes,Bas-Rhin,106421120.0
Medecins biologistes,Haut-Rhin,55465722.0
Medecins biologistes,Rhone,134553947.0
Medecins biologistes,Haute-Saone,11239229.0
Medecins biologistes,Saone-et-Loire,32427639.0
Medecins biologistes,Sarthe,26922278.0
Medecins biologistes,Savoie,33550232.0
Medecins biologistes,Haute-Savoie,47505552.0
Medecins biologistes,Paris ,301708633.0
Medecins biologistes,Seine-Maritime,54260224.0
Medecins biologistes,Seine-et-Marne,80747626.0
Medecins biologistes,Yvelines,110947797.0
Medecins biologistes,Deux-Sevres,19534361.0
Medecins biologistes,Somme,21702029.0
Medecins biologistes,Tarn,20264555.0
Medecins biologistes,Tarn-et-Garonne,13808758.0
Medecins biologistes,Var,78708479.0
Medecins biologistes,Vaucluse,38335206.0
Medecins biologistes,Vendee,32889953.0
Medecins biologistes,Vienne,22251473.0
Medecins biologistes,Haute-Vienne,18436635.0
Medecins biologistes,Vosges,21112245.0
Medecins biologistes,Yonne,20552458.0
Medecins biologistes,Terr,6295153.0
Medecins biologistes,Essonne,85716165.0
Medecins biologistes,Hauts-de-Seine,143705214.0
Medecins biologistes,Seine-St-Denis,69549845.0
Medecins biologistes,Val-de-Marne,92704914.0
Medecins biologistes,Val-d,82750789.0
Medecins biologistes,Guadeloupe,18285131.0
Medecins biologistes,Martinique,17747860.0
Medecins biologistes,Guyane,7774082.0
Medecins biologistes,Reunion,36467352.0
