SPECIALITE,INSCRIPT,FRANCE ENTIERE,FRANCE M�tropolitaine,DOM-COM,Alsace-Champagne-Ardenne-Lorraine,Aquitaine-Limousin-Poitou-Charentes,Auvergne-Rh�ne-Alpes,Bourgogne-Franche-Comt�,Bretagne,Centre-Val de Loire,Corse,Guadeloupe,Guyane,Ile-de-France,La R�union,Languedoc-Roussillon-Midi-Pyr�n�es,Martinique,Mayotte,Nord-Pas-de-Calais-Picardie,Normandie,Pays de la Loire,Provence-Alpes-C�te d�Azur,01 - Ain,02 - Aisne,03 - Allier,04 - Alpes-de-Haute-Provence,05 - Hautes-Alpes,06 - Alpes-Maritimes,07 - Ard�che,08 - Ardennes,09 - Ari�ge,10 - Aube,11 - Aude,12 - Aveyron,13 - Bouches-du-Rh�ne,14 - Calvados,15 - Cantal,16 - Charente,17 - Charente-Maritime,18 - Cher,19 - Corr�ze,2A - Corse-du-Sud,2B - Haute-Corse,21 - C�te-d�Or,22 - C�tes-d�Armor,23 - Creuse,24 - Dordogne,25 - Doubs,26 - Dr�me,27 - Eure,28 - Eure-et-Loir,29 - Finist�re,30 - Gard,31 - Haute-Garonne,32 - Gers,33 - Gironde,34 - H�rault,35 - Ille-et-Vilaine,36 - Indre,37 - Indre-et-Loire,38 - Is�re,39 - Jura,40 - Landes,41 - Loir-et-Cher,42 - Loire,43 - Haute-Loire,44 - Loire-Atlantique,45 - Loiret,46 - Lot,47 - Lot-et-Garonne,48 - Loz�re,49 - Maine-et-Loire,50 - Manche,51 - Marne,52 - Haute-Marne,53 - Mayenne,54 - Meurthe-et-Moselle,55 - Meuse,56 - Morbihan,57 - Moselle,58 - Ni�vre,59 - Nord,60 - Oise,61 - Orne,62 - Nord-Pas-de-Calais,63 - Puy-de-D�me,64 - Pyr�n�es-Atlantiques,65 - Hautes-Pyr�n�es,66 - Pyr�n�es-Orientales,67 - Bas-Rhin,68 - Haut-Rhin,69 - Rh�ne,70 - Haute-Sa�ne,71 - Sa�ne-et-Loire,72 - Sarthe,73 - Savoie,74 - Haute-Savoie,75 - Paris,76 - Seine-Maritime,77 - Seine-et-Marne,78 - Yvelines,79 - Deux-S�vres,80 - Somme,81 - Tarn,82 - Tarn-et-Garonne,83 - Var,84 - Vaucluse,85 - Vend�e,86 - Vienne,87 - Haute-Vienne,88 - Vosges,89 - Yonne,90 - Territoire de Belfort,91 - Essonne,92 - Hauts-de-Seine,93 - Seine-Saint-Denis,94 - Val-de-Marne,95 - Val-d�Oise,971 - Guadeloupe,972 - Martinique,973 - Guyane,974 - La R�union,976 - Mayotte
N�phrologie,Ensemble des modes d'exercice,1672,1606,66,135,119,195,63,73,58,5,14,3,371,36,162,12,1,126,82,80,137,6,11,6,5,3,29,6,4,5,5,9,5,57,17,1,5,12,4,5,2,3,16,8,0,3,17,15,7,10,26,14,45,4,42,47,22,3,22,26,6,4,5,25,5,33,14,2,4,1,21,12,17,2,5,27,2,17,18,4,62,7,7,27,17,13,6,14,35,21,65,3,12,9,8,15,190,39,15,24,7,19,6,4,24,19,12,10,14,4,5,0,17,38,29,43,15,14,12,3,36,1
N�phrologie,Lib�raux exclusifs,305,284,21,12,28,18,2,0,16,1,7,1,84,10,46,3,0,17,9,3,48,0,0,0,4,0,7,0,0,0,1,3,0,23,2,1,0,0,0,0,1,0,1,0,0,3,0,0,0,2,0,3,13,0,17,9,0,3,2,0,0,0,4,0,0,0,5,0,0,1,2,0,0,1,0,3,0,0,1,0,8,1,0,5,0,8,1,6,2,3,16,0,1,1,0,1,17,7,6,6,0,3,6,4,8,6,0,0,0,1,0,0,10,19,10,9,7,7,3,1,10,0
N�phrologie,Mixtes,187,181,6,26,4,21,3,5,6,1,2,0,52,1,11,3,0,26,2,2,22,4,4,1,0,0,9,0,1,0,0,0,1,9,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,3,1,1,0,3,7,0,0,1,0,0,0,0,2,2,0,2,0,0,0,2,0,0,1,0,3,0,2,7,0,11,3,0,4,1,0,1,0,8,3,5,0,0,0,0,6,22,1,3,6,0,4,0,0,3,1,0,1,0,3,1,0,3,2,8,4,4,2,3,0,1,0
N�phrologie,Salari�s hospitaliers,997,967,30,83,75,122,57,52,33,3,5,2,212,17,81,6,0,80,63,53,53,2,6,5,1,3,13,5,3,2,4,6,3,23,14,0,5,10,3,5,1,2,12,7,0,0,17,8,7,4,20,5,26,4,18,24,13,0,18,21,6,3,1,19,3,23,7,2,4,0,15,11,14,0,3,15,2,12,10,4,41,3,7,18,10,5,3,6,21,14,33,3,11,3,8,8,133,24,6,12,5,12,0,0,6,7,9,9,11,0,4,0,4,14,9,30,4,5,6,2,17,0
N�phrologie,Autres salari�s,183,174,9,14,12,34,1,16,3,0,0,0,23,8,24,0,1,3,8,22,14,0,1,0,0,0,0,1,0,3,0,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,7,0,2,3,5,5,0,4,7,9,0,1,5,0,1,0,4,0,10,0,0,0,0,2,1,3,0,2,6,0,3,0,0,2,0,0,0,6,0,1,2,4,1,11,0,0,5,0,0,18,7,0,0,2,0,0,0,7,5,3,0,3,0,0,0,0,3,2,0,0,0,0,0,8,1
Neurochirurgie,Ensemble des modes d'exercice,544,529,15,46,38,81,22,20,18,4,5,1,113,7,55,2,0,44,28,21,39,0,0,0,0,0,9,0,0,0,0,0,0,27,12,0,2,1,0,0,0,4,10,0,0,0,9,3,0,0,8,6,25,0,14,20,10,0,12,12,0,0,0,14,0,12,6,0,0,0,8,1,10,0,0,13,0,2,1,0,32,0,0,2,13,9,0,4,12,9,30,0,2,1,2,7,77,15,2,2,0,10,0,0,3,0,0,6,6,1,1,0,1,13,2,15,1,5,2,1,7,0
Neurochirurgie,Lib�raux exclusifs,124,122,2,8,7,20,6,4,1,1,1,0,19,1,19,0,0,12,8,5,12,0,0,0,0,0,2,0,0,0,0,0,0,9,5,0,2,1,0,0,0,1,1,0,0,0,2,0,0,0,1,0,11,0,1,6,2,0,0,0,0,0,0,4,0,3,1,0,0,0,1,0,0,0,0,3,0,1,0,0,9,0,0,1,1,2,0,2,3,2,9,0,2,1,2,4,11,3,1,2,0,2,0,0,1,0,0,0,1,0,1,0,0,3,1,0,1,1,0,0,1,0
Neurochirurgie,Mixtes,84,82,2,10,10,9,5,4,4,1,2,0,15,0,6,0,0,5,4,3,6,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,2,4,1,0,1,1,2,0,4,2,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,3,0,0,0,0,3,0,0,0,4,5,0,0,1,4,3,0,0,0,0,0,13,2,1,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,0,0
Neurochirurgie,Salari�s hospitaliers,325,314,11,27,20,51,10,12,13,2,2,1,74,6,30,2,0,26,15,13,21,0,0,0,0,0,4,0,0,0,0,0,0,15,5,0,0,0,0,0,0,2,6,0,0,0,4,3,0,0,5,2,13,0,11,13,6,0,8,10,0,0,0,10,0,7,5,0,0,0,6,1,8,0,0,7,0,1,1,0,20,0,0,1,8,2,0,2,7,3,17,0,0,0,0,3,50,9,0,0,0,5,0,0,2,0,0,5,2,1,0,0,0,10,0,14,0,2,2,1,6,0
Neurochirurgie,Autres salari�s,11,11,0,1,1,1,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Neurologie,Ensemble des modes d'exercice,2470,2429,41,181,213,295,103,107,60,7,13,0,608,20,231,8,0,225,105,101,193,10,13,11,2,5,49,4,2,3,6,13,8,100,30,2,5,19,6,6,3,4,27,16,1,8,34,23,3,12,28,20,69,6,68,62,41,3,23,48,5,12,5,21,2,42,11,5,7,0,34,12,14,3,6,36,1,22,26,3,124,18,4,41,23,30,9,11,61,28,110,4,18,10,13,28,329,56,15,42,9,29,17,8,22,15,9,24,24,4,9,3,23,58,40,70,31,13,8,0,20,0
Neurologie,Lib�raux exclusifs,492,481,11,41,42,57,19,14,13,2,3,0,96,7,59,1,0,43,11,29,55,0,3,0,1,3,15,2,1,0,2,2,1,20,1,1,0,5,0,0,0,2,2,0,0,1,5,3,0,3,3,4,21,1,19,13,7,0,7,8,0,3,0,6,1,15,3,1,0,0,6,2,4,0,1,6,0,4,5,2,23,5,0,6,4,9,3,3,14,8,20,1,4,4,5,7,35,8,4,9,0,6,7,3,10,6,3,4,1,1,4,1,9,21,8,5,5,3,1,0,7,0
Neurologie,Mixtes,385,379,6,21,41,50,18,17,10,3,4,0,88,1,22,1,0,28,24,14,43,4,1,5,1,2,9,1,0,1,1,2,2,27,8,0,4,5,3,5,2,1,11,4,0,1,5,2,2,1,7,1,5,0,2,9,4,2,1,6,1,4,2,1,0,4,1,1,4,0,6,1,1,1,1,4,0,2,7,0,13,3,1,8,3,7,0,0,3,2,22,0,0,2,1,5,38,12,3,13,2,3,0,1,2,2,1,4,3,2,0,1,4,8,2,15,5,4,1,0,1,0
Neurologie,Salari�s hospitaliers,1528,1504,24,116,125,187,66,74,36,2,6,0,399,12,141,6,0,138,67,58,95,6,8,6,0,0,25,1,1,2,3,9,5,53,20,1,1,8,3,1,1,1,14,11,1,6,24,18,1,8,18,15,40,5,45,39,29,1,15,34,4,5,3,14,1,23,6,3,3,0,22,9,9,2,4,25,1,16,14,1,73,10,1,27,16,14,3,6,42,18,68,3,14,4,6,16,240,36,8,19,6,20,10,4,10,7,5,15,20,1,5,1,10,24,27,50,21,6,6,0,12,0
Neurologie,Autres salari�s,65,65,0,3,5,1,0,2,1,0,0,0,25,0,9,0,0,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,2,0,0,0,3,2,2,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0
ORL et chirurgie cervico-faciale,Ensemble des modes d'exercice,3076,3008,68,226,250,320,98,126,98,14,16,3,789,34,293,14,1,201,149,129,315,15,17,8,8,9,81,15,6,5,8,9,7,127,39,4,11,24,14,9,8,6,25,17,3,13,29,21,19,13,38,31,85,3,93,83,41,8,27,46,6,15,13,34,6,56,23,7,7,1,27,12,22,5,10,34,7,30,39,6,108,21,10,32,21,32,11,24,59,32,101,4,14,21,22,27,309,69,47,77,8,23,17,10,60,30,15,20,15,14,8,6,48,94,70,87,57,16,14,3,34,1
ORL et chirurgie cervico-faciale,Lib�raux exclusifs,1461,1421,40,102,151,153,34,53,47,11,9,2,313,22,160,7,0,87,68,70,172,7,6,4,5,4,42,8,5,1,4,3,1,57,11,1,6,16,8,3,7,4,8,6,1,10,10,9,6,6,12,15,45,2,60,44,22,4,12,27,5,11,6,14,1,32,11,7,6,0,12,9,4,3,3,13,2,13,17,1,52,9,4,13,12,22,6,16,33,16,44,1,5,14,12,14,95,38,21,41,2,7,11,9,47,17,9,9,5,5,2,2,26,54,30,28,18,9,7,2,22,0
ORL et chirurgie cervico-faciale,Mixtes,863,855,8,64,48,95,37,38,25,3,3,0,263,3,60,2,0,56,37,32,97,5,8,3,3,3,30,4,0,3,3,2,4,46,12,1,3,2,4,4,1,2,9,11,0,3,8,5,9,4,11,6,18,1,10,15,7,2,7,14,1,3,4,10,4,11,4,0,1,1,11,2,9,1,4,8,1,9,12,3,22,6,3,11,5,7,3,1,16,8,31,2,6,3,7,6,108,11,18,23,4,9,6,0,6,9,3,7,4,6,5,3,15,25,22,31,21,3,2,0,3,0
ORL et chirurgie cervico-faciale,Salari�s hospitaliers,651,633,18,55,50,70,22,34,20,0,4,1,165,7,61,5,1,53,40,25,38,3,2,1,0,1,8,3,1,1,1,4,2,20,15,2,2,6,0,2,0,0,6,0,2,0,11,7,4,3,15,7,20,0,22,20,11,2,6,5,0,1,2,10,1,12,7,0,0,0,4,1,9,1,3,13,4,8,9,1,31,5,3,8,4,3,2,4,7,7,24,1,1,4,3,7,77,17,8,10,2,7,0,1,5,4,2,4,6,3,1,1,7,9,15,25,14,4,5,1,7,1
ORL et chirurgie cervico-faciale,Autres salari�s,101,99,2,5,1,2,5,1,6,0,0,0,48,2,12,0,0,5,4,2,8,0,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,1,4,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,3,3,1,2,0,2,0,0,0,29,3,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,6,3,3,4,0,0,0,2,0
Oncologie option m�dicale,Ensemble des modes d'exercice,968,959,9,62,72,112,48,39,26,4,2,2,295,2,66,3,0,56,40,52,87,2,5,4,2,2,22,3,0,2,1,1,3,44,13,2,2,7,1,1,1,3,12,7,1,2,18,5,4,4,10,6,27,1,30,14,16,3,11,11,1,3,2,11,1,27,5,0,1,0,12,4,10,2,2,13,0,6,11,2,36,8,0,5,15,8,2,3,18,4,45,0,10,5,6,7,114,19,14,12,1,2,5,2,11,6,6,10,6,3,5,0,12,45,10,73,15,2,3,2,2,0
Oncologie option m�dicale,Lib�raux exclusifs,163,162,1,14,8,13,7,6,6,2,0,0,37,1,15,0,0,16,9,7,22,0,1,0,0,0,9,0,0,0,1,1,0,10,0,1,1,0,0,0,0,2,1,3,0,1,0,1,2,1,3,1,7,0,1,1,0,0,2,0,0,0,1,0,0,2,2,0,0,0,1,1,3,1,2,1,0,0,2,2,14,0,0,1,4,3,1,0,6,0,3,0,2,2,2,2,9,6,2,3,0,0,3,1,3,0,0,0,2,0,2,0,2,16,1,2,2,0,0,0,1,0
Oncologie option m�dicale,Mixtes,53,53,0,6,2,4,4,4,0,0,0,0,18,0,2,0,0,4,3,0,6,0,2,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,2,0,0,0,0,1,1,1,2,3,0,1,0,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,4,0,0,0,0,0
Oncologie option m�dicale,Salari�s hospitaliers,722,714,8,42,59,83,36,29,20,2,2,2,229,1,49,3,0,35,27,45,58,2,2,4,0,2,12,2,0,2,0,0,3,32,11,1,1,7,1,1,1,1,10,4,1,1,17,4,2,3,6,5,20,1,26,13,15,3,9,10,1,2,1,2,1,25,3,0,0,0,11,3,7,1,0,10,0,4,8,0,21,6,0,4,11,5,0,2,11,2,38,0,6,3,3,5,93,11,12,9,1,2,2,1,6,6,6,10,4,3,2,0,9,23,9,65,9,2,3,2,1,0
Oncologie option m�dicale,Autres salari�s,30,30,0,0,3,12,1,0,0,0,0,0,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0
Ophtalmologie,Ensemble des modes d'exercice,5927,5798,129,420,500,678,175,242,165,28,33,6,1503,54,525,35,1,418,238,294,612,25,31,31,11,11,158,15,11,7,17,26,19,258,65,10,24,44,13,13,14,14,41,37,6,29,33,37,33,23,75,61,145,12,173,132,72,11,55,111,19,34,22,61,13,142,41,9,27,2,69,26,43,8,15,72,12,58,64,16,230,47,18,66,67,64,16,50,113,59,223,9,32,35,36,49,661,96,82,144,18,44,25,21,127,47,33,35,33,21,16,9,92,173,105,147,99,33,35,6,54,1
Ophtalmologie,Lib�raux exclusifs,3904,3806,98,293,397,430,109,175,123,22,22,4,745,45,399,27,0,267,172,226,448,15,14,26,9,7,101,10,8,4,12,24,14,178,47,7,23,35,6,9,10,12,27,26,5,27,27,27,23,20,53,42,104,8,137,98,54,7,43,63,10,30,15,34,6,116,32,8,23,2,47,24,27,6,11,45,6,42,48,12,155,32,10,44,42,55,12,43,85,43,136,3,15,23,26,38,234,68,52,91,13,22,22,18,117,36,29,25,15,13,12,3,67,122,45,71,63,22,27,4,45,0
Ophtalmologie,Mixtes,1202,1188,14,85,48,144,46,45,24,4,6,2,440,3,71,3,0,87,40,38,116,6,15,1,2,2,42,2,3,2,3,2,2,58,7,1,1,4,7,3,4,0,11,9,0,2,2,6,9,2,14,10,24,4,17,17,13,1,5,33,8,1,6,17,4,16,3,1,2,0,11,1,6,2,2,19,3,9,14,4,34,7,4,14,9,6,1,3,18,12,50,2,11,5,7,8,220,19,22,38,1,17,2,3,4,8,4,5,6,5,3,5,22,32,33,47,26,6,3,2,3,0
Ophtalmologie,Salari�s hospitaliers,592,576,16,32,47,71,18,19,17,2,5,0,203,5,37,5,1,46,26,29,29,1,2,3,0,2,9,3,0,1,0,0,2,11,11,2,0,5,0,1,0,2,3,2,1,0,4,4,1,1,7,6,11,0,12,12,4,3,7,11,1,3,1,9,3,10,5,0,1,0,11,1,7,0,1,8,3,6,1,0,28,8,4,3,11,3,3,1,6,4,20,4,4,7,2,2,135,9,8,8,4,5,1,0,6,1,0,5,12,3,1,1,2,9,16,19,6,5,5,0,5,1
Ophtalmologie,Autres salari�s,229,228,1,10,8,33,2,3,1,0,0,0,115,1,18,0,0,18,0,1,19,3,0,1,0,0,6,0,0,0,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,7,5,1,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,1,1,0,13,0,0,5,5,0,0,3,4,0,17,0,2,0,1,1,72,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,1,10,11,10,4,0,0,0,1,0
P�diatrie,Ensemble des modes d'exercice,8007,7735,272,612,505,901,240,316,243,28,42,26,2287,146,668,44,14,611,335,293,696,30,49,17,10,13,166,22,20,12,18,27,19,348,99,8,16,52,17,16,14,14,67,41,7,23,70,51,17,31,95,67,225,13,182,175,124,6,105,150,12,29,22,84,8,143,62,10,20,4,82,35,67,15,9,132,11,56,83,12,325,69,24,104,81,65,19,44,161,74,329,10,34,38,50,71,905,160,129,194,18,64,34,19,105,54,21,51,26,31,22,13,132,340,178,271,138,42,44,26,146,14
P�diatrie,Lib�raux exclusifs,2212,2137,75,176,143,240,40,81,67,13,17,2,646,42,227,13,1,105,65,74,260,8,10,1,4,3,63,7,3,4,3,10,3,113,18,2,3,12,5,3,8,5,7,11,2,5,14,14,2,6,25,21,85,4,64,55,33,1,31,50,3,12,8,14,2,38,16,3,4,1,19,2,13,2,2,34,4,12,22,2,57,17,5,12,16,23,6,12,59,26,90,0,3,13,16,20,180,38,37,90,1,9,12,11,55,22,2,9,5,10,7,4,52,145,41,70,31,17,13,2,42,1
P�diatrie,Mixtes,922,915,7,88,58,115,33,36,20,2,3,1,261,1,81,2,0,56,46,24,95,6,7,1,3,1,23,4,2,1,3,2,3,54,21,0,3,6,2,2,0,2,10,6,0,2,7,3,3,3,7,10,32,1,23,22,13,1,4,18,1,2,3,15,1,13,7,0,1,1,5,5,6,3,1,14,2,10,17,2,23,9,3,9,9,8,0,7,28,6,50,3,7,2,1,7,90,14,28,21,2,8,2,0,7,7,3,5,4,7,2,1,13,35,21,28,25,3,2,1,1,0
P�diatrie,Salari�s hospitaliers,4091,3921,170,297,228,479,149,178,144,10,21,20,1134,93,284,24,12,381,197,169,271,14,26,14,2,7,64,9,13,6,10,10,10,143,55,5,8,29,9,9,4,6,44,22,3,9,47,28,9,21,58,30,89,6,55,84,67,3,67,76,7,12,11,50,3,81,33,5,12,0,52,25,44,10,5,69,5,31,37,7,200,40,15,72,50,27,7,15,64,35,163,4,20,17,27,40,551,93,54,60,12,43,16,6,35,20,14,35,17,10,12,8,50,116,90,142,71,21,24,20,93,12
P�diatrie,Autres salari�s,782,762,20,51,76,67,18,21,12,3,1,3,246,10,76,5,1,69,27,26,70,2,6,1,1,2,16,2,2,1,2,5,3,38,5,1,2,5,1,2,2,1,6,2,2,7,2,6,3,1,5,6,19,2,40,14,11,1,3,6,1,3,0,5,2,11,6,2,3,2,6,3,4,0,1,15,0,3,7,1,45,3,1,11,6,7,6,10,10,7,26,3,4,6,6,4,84,15,10,23,3,4,4,2,8,5,2,2,0,4,1,0,17,44,26,31,11,1,5,3,10,1
Pneumologie,Ensemble des modes d'exercice,3009,2955,54,239,218,345,123,153,86,12,8,2,652,32,291,10,2,286,148,124,278,11,26,15,4,14,77,17,9,8,9,17,13,120,37,5,15,23,5,10,3,9,23,27,6,9,28,26,11,17,50,34,73,2,52,65,43,6,18,73,11,7,20,30,5,54,20,7,10,2,30,20,31,5,4,37,5,33,45,6,143,24,10,61,23,38,11,30,54,31,95,4,29,19,12,33,247,70,41,49,9,32,19,10,47,16,17,16,23,13,14,8,48,101,48,79,39,8,10,2,32,2
Pneumologie,Lib�raux exclusifs,799,784,15,63,76,93,25,36,20,7,1,1,107,9,122,4,0,57,24,38,116,5,4,3,1,1,33,6,4,3,4,5,1,49,4,2,5,7,1,3,2,5,3,5,0,4,7,9,1,1,10,11,36,0,23,31,12,1,5,18,3,1,5,3,1,20,7,2,7,1,11,3,8,1,1,9,0,9,7,1,29,6,4,11,7,15,4,14,18,11,26,1,4,2,3,10,25,12,7,12,1,7,10,4,25,7,4,3,7,1,4,2,14,28,5,9,7,1,4,1,9,0
Pneumologie,Mixtes,466,458,8,46,42,49,27,21,12,1,2,0,79,3,38,2,1,53,27,20,43,2,10,3,0,1,11,0,1,1,0,1,3,21,8,0,1,5,2,3,1,0,6,6,2,1,4,2,2,3,4,3,6,1,8,13,6,1,2,15,0,5,2,6,1,3,2,0,1,1,1,2,7,2,2,5,2,5,7,2,20,3,2,16,3,10,3,3,12,7,6,1,8,8,3,8,26,13,11,7,3,4,1,2,5,5,6,0,3,3,5,1,7,2,8,13,5,2,2,0,3,1
Pneumologie,Salari�s hospitaliers,1626,1595,31,130,96,190,66,88,49,4,5,1,427,20,120,4,1,163,94,64,104,4,12,9,2,11,29,9,4,3,5,11,8,44,24,3,9,11,2,3,0,4,12,15,4,4,15,11,8,13,33,17,28,1,21,21,24,4,9,38,8,1,10,20,3,30,11,5,2,0,18,14,16,2,1,23,3,16,31,3,84,13,4,33,11,10,4,10,24,13,62,2,16,8,6,14,178,44,22,28,5,21,8,4,15,3,7,13,13,9,5,5,26,63,32,54,24,5,4,1,20,1
Pneumologie,Autres salari�s,118,118,0,0,4,13,5,8,5,0,0,0,39,0,11,0,0,13,3,2,15,0,0,0,1,1,4,2,0,1,0,0,1,6,1,0,0,0,0,1,0,0,2,1,0,0,2,4,0,0,3,3,3,0,0,0,1,0,2,2,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,10,2,0,1,2,3,0,3,0,0,1,0,1,1,0,1,18,1,1,2,0,0,0,0,2,1,0,0,0,0,0,0,1,8,3,3,3,0,0,0,0,0
Psychiatrie,Ensemble des modes d'exercice,15171,14895,276,981,1283,1802,488,624,411,57,56,14,4427,135,1283,64,7,951,529,626,1433,67,65,50,26,18,353,51,25,23,31,56,48,691,148,14,49,94,40,30,29,28,122,87,21,54,113,84,61,47,202,129,380,31,526,324,217,25,152,293,37,51,55,134,30,294,92,36,47,12,162,59,116,23,34,164,17,118,144,28,497,118,34,166,164,165,39,95,283,133,687,40,75,74,83,145,2169,227,201,384,45,105,72,38,198,147,62,91,110,45,52,21,255,393,332,447,246,56,64,14,135,7
Psychiatrie,Lib�raux exclusifs,4814,4759,55,255,438,545,122,178,137,21,8,3,1548,36,462,8,0,167,107,187,592,6,10,10,5,4,167,8,5,3,8,17,4,279,25,0,15,22,10,6,8,13,25,21,5,13,32,33,14,4,52,46,176,5,239,138,72,9,68,101,7,16,22,38,4,90,24,8,14,1,54,7,31,2,9,40,2,33,27,8,96,23,4,22,52,64,14,27,104,30,203,7,18,23,30,60,1019,57,53,105,8,16,16,7,97,40,11,19,17,6,19,6,46,165,41,74,45,8,8,3,36,0
Psychiatrie,Mixtes,1733,1724,9,152,133,216,54,52,40,6,1,0,605,6,129,2,0,51,42,63,181,8,10,6,5,1,45,2,4,4,4,2,6,108,18,2,5,8,8,5,5,1,15,9,4,8,12,4,3,5,17,5,53,3,70,40,21,3,4,45,8,1,10,19,6,30,10,0,2,3,17,2,8,0,6,26,2,5,25,3,20,1,2,10,18,12,3,4,52,21,91,1,9,3,3,12,410,17,21,25,0,10,4,2,10,12,7,4,14,10,5,1,25,33,24,33,34,1,2,0,6,0
Psychiatrie,Salari�s hospitaliers,7483,7287,196,512,592,947,276,346,208,27,45,11,1934,83,564,50,7,648,328,339,566,51,40,30,13,10,124,40,4,16,17,21,36,261,85,11,26,53,15,13,13,14,72,54,10,25,59,40,38,35,112,60,124,18,178,113,107,12,74,137,21,27,19,72,18,160,53,24,25,5,88,44,73,16,16,79,11,73,85,14,329,82,24,125,80,72,16,56,120,78,357,30,44,34,47,64,598,137,113,224,33,72,48,27,76,82,41,61,69,29,24,12,161,159,229,310,140,45,50,11,83,7
Psychiatrie,Autres salari�s,1141,1125,16,62,120,94,36,48,26,3,2,0,340,10,128,4,0,85,52,37,94,2,5,4,3,3,17,1,12,0,2,16,2,43,20,1,3,11,7,6,3,0,10,3,2,8,10,7,6,3,21,18,27,5,39,33,17,1,6,10,1,7,4,5,2,14,5,4,6,3,3,6,4,5,3,19,2,7,7,3,52,12,4,9,14,17,6,8,7,4,36,2,4,14,3,9,142,16,14,30,4,7,4,2,15,13,3,7,10,0,4,2,23,36,38,30,27,2,4,0,10,0
Radiodiagnostic et imagerie m�dicale,Ensemble des modes d'exercice,8736,8558,178,706,745,1009,294,354,283,37,37,14,2059,88,805,35,4,744,360,342,820,44,45,37,15,21,221,30,23,12,27,53,29,340,98,11,32,78,22,20,21,16,79,44,5,32,71,52,33,38,94,96,220,14,282,209,137,16,98,156,19,39,32,92,14,153,77,16,28,5,72,45,70,18,21,123,17,79,107,23,427,70,28,141,93,107,25,65,194,96,321,17,46,44,60,99,792,156,133,153,33,61,39,22,147,76,52,47,42,31,27,12,124,303,172,259,123,37,35,14,88,4
Radiodiagnostic et imagerie m�dicale,Lib�raux exclusifs,5083,4971,112,377,504,596,177,217,180,33,24,6,991,64,519,16,2,411,189,212,565,33,21,23,7,9,148,14,10,3,17,33,13,224,46,6,19,48,17,10,19,14,43,30,2,24,39,34,19,23,51,67,141,9,204,122,88,8,59,102,17,31,24,53,8,103,49,7,19,4,40,23,35,16,14,53,11,48,55,18,236,41,12,85,40,79,16,62,114,53,181,14,25,30,35,67,306,89,82,100,20,28,27,15,110,67,25,22,26,13,14,7,76,166,87,103,71,24,16,6,64,2
